Harry Potter,Queenie Goldstein,https://harrypotter.fandom.com/wiki/Queenie_Goldstein
Harry Potter,Hermione Granger,https://harrypotter.fandom.com/wiki/Hermione_Granger
Harry Potter,Rubeus Hagrid,https://harrypotter.fandom.com/wiki/Rubeus_Hagrid
Harry Potter,Penny Haywood,https://harrypotter.fandom.com/wiki/Penny_Haywood
Harry Potter,Rolanda Hooch,https://harrypotter.fandom.com/wiki/Rolanda_Hooch
Harry Potter,Angelina Johnson,https://harrypotter.fandom.com/wiki/Angelina_Johnson
Harry Potter,Lee Jordan,https://harrypotter.fandom.com/wiki/Lee_Jordan
Harry Potter,Rowan Khanna,https://harrypotter.fandom.com/wiki/Rowan_Khanna
Harry Potter,Viktor Krum,https://harrypotter.fandom.com/wiki/Viktor_Krum
Harry Potter,Barnaby Lee,https://harrypotter.fandom.com/wiki/Barnaby_Lee
Harry Potter,Leta Lestrange,https://harrypotter.fandom.com/wiki/Leta_Lestrange
Harry Potter,Gilderoy Lockhart,https://harrypotter.fandom.com/wiki/Gilderoy_Lockhart
Harry Potter,Neville Longbottom,https://harrypotter.fandom.com/wiki/Neville_Longbottom
Harry Potter,Luna Lovegood,https://harrypotter.fandom.com/wiki/Luna_Lovegood
Harry Potter,Remus Lupin,https://harrypotter.fandom.com/wiki/Remus_Lupin
Harry Potter,Ernest Macmillan,https://harrypotter.fandom.com/wiki/Ernest_Macmillan
Harry Potter,Scorpius Malfoy,https://harrypotter.fandom.com/wiki/Scorpius_Malfoy
Harry Potter,Minerva McGonagall,https://harrypotter.fandom.com/wiki/Minerva_McGonagall
Harry Potter,Nicholas de Mimsy-Porpington,https://harrypotter.fandom.com/wiki/Nicholas_de_Mimsy-Porpington
Harry Potter,Alastor Moody,https://harrypotter.fandom.com/wiki/Alastor_Moody
Harry Potter,Ismelda Murk,https://harrypotter.fandom.com/wiki/Ismelda_Murk
Harry Potter,Garrick Ollivander,https://harrypotter.fandom.com/wiki/Garrick_Ollivander
Harry Potter,Pansy Parkinson,https://harrypotter.fandom.com/wiki/Pansy_Parkinson
Harry Potter,Parvati Patil,https://harrypotter.fandom.com/wiki/Parvati_Patil
Harry Potter,Irma Pince,https://harrypotter.fandom.com/wiki/Irma_Pince
Harry Potter,Poppy Pomfrey,https://harrypotter.fandom.com/wiki/Poppy_Pomfrey
Harry Potter,Albus Potter,https://harrypotter.fandom.com/wiki/Albus_Potter
Harry Potter,Harry Potter,https://harrypotter.fandom.com/wiki/Harry_Potter
Harry Potter,Lily J. Potter,https://harrypotter.fandom.com/wiki/Lily_J._Potter
Harry Potter,Helena Ravenclaw,https://harrypotter.fandom.com/wiki/Helena_Ravenclaw
Harry Potter,Merope Riddle,https://harrypotter.fandom.com/wiki/Merope_Riddle
Harry Potter,Isolt Sayre,https://harrypotter.fandom.com/wiki/Isolt_Sayre
Harry Potter,Newton Scamander,https://harrypotter.fandom.com/wiki/Newton_Scamander
Harry Potter,Theseus Scamander,https://harrypotter.fandom.com/wiki/Theseus_Scamander
Harry Potter,Rufus Scrimgeour,https://harrypotter.fandom.com/wiki/Rufus_Scrimgeour
Harry Potter,Kingsley Shacklebolt,https://harrypotter.fandom.com/wiki/Kingsley_Shacklebolt
Harry Potter,Rita Skeeter,https://harrypotter.fandom.com/wiki/Rita_Skeeter
Harry Potter,Horace Slughorn,https://harrypotter.fandom.com/wiki/Horace_Slughorn
Harry Potter,Merula Snyde,https://harrypotter.fandom.com/wiki/Merula_Snyde
Harry Potter,Pomona Sprout,https://harrypotter.fandom.com/wiki/Pomona_Sprout
Harry Potter,Pius Thicknesse,https://harrypotter.fandom.com/wiki/Pius_Thicknesse
Harry Potter,Dean Thomas,https://harrypotter.fandom.com/wiki/Dean_Thomas
Harry Potter,Andromeda Tonks,https://harrypotter.fandom.com/wiki/Andromeda_Tonks
Harry Potter,Nymphadora Tonks,https://harrypotter.fandom.com/wiki/Nymphadora_Tonks
Harry Potter,Sybill Trelawney,https://harrypotter.fandom.com/wiki/Sybill_Trelawney
Harry Potter,Myrtle Warren,https://harrypotter.fandom.com/wiki/Myrtle_Warren
Harry Potter,Arthur Weasley,https://harrypotter.fandom.com/wiki/Arthur_Weasley
Harry Potter,Charles Weasley,https://harrypotter.fandom.com/wiki/Charles_Weasley
Harry Potter,Fred Weasley,https://harrypotter.fandom.com/wiki/Fred_Weasley
Harry Potter,George Weasley,https://harrypotter.fandom.com/wiki/George_Weasley
Harry Potter,Ginevra Weasley,https://harrypotter.fandom.com/wiki/Ginevra_Weasley
Harry Potter,Molly Weasley,https://harrypotter.fandom.com/wiki/Molly_Weasley
Harry Potter,Percy Weasley,https://harrypotter.fandom.com/wiki/Percy_Weasley
Harry Potter,Ronald Weasley,https://harrypotter.fandom.com/wiki/Ronald_Weasley
Harry Potter,William Weasley,https://harrypotter.fandom.com/wiki/William_Weasley
Harry Potter,Oliver Wood,https://harrypotter.fandom.com/wiki/Oliver_Wood
